tau,[Energy Variance after Forward Protocol, Energy Variance after Wait Time, Energy Variance after Cyclic Protocol ]
0.010000000000000002,[0.0011940381381204258, 0.0011940377338468969, 0.0015876262550052799]
0.010974987654930561,[0.0011940071595151341, 0.0011940067593377158, 0.0015473280397341749]
0.012045035402587823,[0.0011939642037562068, 0.0011939638032853043, 0.0015966700853712547]
0.013219411484660288,[0.0011939220119321593, 0.0011939216132628822, 0.001642287539681889]
0.014508287784959394,[0.0011938773432944674, 0.0011938769426431382, 0.0016299351320853848]
0.015922827933410922,[0.001193823244679079, 0.0011938228479627827, 0.0016551325865503002]
0.01747528400007684,[0.001193757505749363, 0.0011937571068919301, 0.001570399668012042]
0.019179102616724886,[0.0011936841994797862, 0.0011936837978934506, 0.0016290274580384018]
0.02104904144512021,[0.0011936039586561624, 0.0011936035561784263, 0.0016829050463215936]
0.023101297000831605,[0.0011935243589937655, 0.00119352395586757, 0.0016045956627803507]
0.025353644939701114,[0.0011934150444810729, 0.0011934146461584096, 0.0016059536790296418]
0.027825594022071243,[0.0011932993786911707, 0.0011932989768796629, 0.0015775797186289482]
0.030538555088334154,[0.001193168603727448, 0.0011931682018338388, 0.001613263455857855]
0.033516026509388425,[0.0011930229825889524, 0.0011930225826036324, 0.001625465167717232]
0.03678379771828634,[0.001192849857907272, 0.0011928494582318784, 0.0016081607931441545]
0.040370172585965536,[0.0011926504217558073, 0.0011926500228164312, 0.0015913826360972963]
0.044306214575838825,[0.0011924256804160193, 0.0011924252775977486, 0.0015506307216475086]
0.04862601580065353,[0.0011921827261636233, 0.0011921823256623068, 0.0015982092709935787]
0.0533669923120631,[0.0011918753766769743, 0.0011918749705635075, 0.0015945057485715214]
0.05857020818056667,[0.0011915443371532295, 0.0011915439381797821, 0.001616502804510735]
0.06428073117284322,[0.0011911645806408958, 0.0011911641775826534, 0.0015831792714390155]
0.07054802310718646,[0.0011907281142980708, 0.0011907277081755967, 0.0015992827850148468]
0.0774263682681127,[0.0011902321505972392, 0.0011902317473891878, 0.0015758314532954207]
0.08497534359086446,[0.0011896570158989894, 0.0011896566177902264, 0.0015891513474243593]
0.093260334688322,[0.0011889981207327497, 0.0011889977143217246, 0.0015792506390047121]
0.10235310218990264,[0.0011882532187475802, 0.0011882528142248099, 0.001613592987180746]
0.11233240329780277,[0.0011874000029906857, 0.0011873995992558917, 0.001616812093632171]
0.12328467394420665,[0.0011864410149456108, 0.001186440607675415, 0.0016070976128777638]
0.13530477745798075,[0.001185343317944368, 0.0011853429081479202, 0.0015821694740451634]
0.1484968262254465,[0.001184120880523558, 0.0011841204747504188, 0.0015783927572565585]
0.16297508346206444,[0.0011827312246401878, 0.0011827308237393577, 0.0015676590742984434]
