0.010722672220103232	1.5638655994933936e-7
0.012045035402587823	1.96766267761995e-7
0.013530477745798068	2.4748624842610013e-7
0.01519911082952934	3.111596175872187e-7
0.017073526474706904	3.910459353444243e-7
0.019179102616724886	4.912056167953241e-7
0.021544346900318832	6.166890994082779e-7
0.02420128264794382	7.737677520739534e-7
0.027185882427329403	9.702146688055043e-7
0.030538555088334154	1.2156445901601212e-6
0.034304692863149175	1.5219234338832307e-6
0.03853528593710529	1.9036589876547606e-6
0.04328761281083059	2.378785800604721e-6
0.04862601580065353	2.9692579341640683e-6
0.05462277217684343	3.7018599132397004e-6
0.06135907273413173	4.609150660612458e-6
0.06892612104349699	5.7305619742606246e-6
0.0774263682681127	7.1136453624160626e-6
0.08697490026177834	8.815484893900214e-6
0.09770099572992251	1.0904276076543837e-5
0.10974987654930562	1.346106784050612e-5
0.12328467394420663	1.6581650281628603e-5
0.1384886371393873	2.0378578876246888e-5
0.1555676143930472	2.4983298060758615e-5
0.17475284000076838	3.0548328245312224e-5
0.19630406500402708	3.724947026580163e-5
0.22051307399030456	4.5287971622436135e-5
0.24770763559917108	5.489259387444777e-5
0.2782559402207124	6.63215596780792e-5
0.3125715849688236	7.986433528852174e-5
0.35111917342151316	9.584301093768397e-5
0.39442060594376555	0.00011461360570030965
0.44306214575838804	0.00013656703261837088
0.4977023564332111	0.00016212980872801487
0.5590810182512224	0.00019176452830907528
0.6280291441834253	0.00022597022831357617
0.7054802310718643	0.00026528260864083184
0.7924828983539173	0.0003102742547066495
0.8902150854450386	0.00036155515869819044
1.0	0.0004197732070727849
