tau,[Energy Variance after Forward Protocol, Energy Variance after Wait Time, Energy Variance after Cyclic Protocol ]
0.010000000000000002,[0.003934007897730171, 0.003934007945540715, 0.003624807712137148]
0.012648552168552958,[0.00393418633071179, 0.003934186378856481, 0.0036238300190812142]
0.015998587196060583,[0.003934401930759007, 0.003934401978943101, 0.0036228936619807826]
0.020235896477251575,[0.003934658564321123, 0.00393465861284883, 0.003621433216968755]
0.025595479226995357,[0.003934956866211241, 0.0039349569146979535, 0.00362288236694379]
0.032374575428176434,[0.003935292377754627, 0.003935292425538048, 0.00362117400868305]
0.040949150623804255,[0.003935648954968728, 0.003935649003275173, 0.0036251074924040718]
0.05179474679231213,[0.00393599234021841, 0.0039359923876467525, 0.0036250208515621525]
0.0655128556859551,[0.00393625230967442, 0.003936252356946667, 0.003619956321535229]
0.08286427728546843,[0.003936300624248611, 0.003936300674808492, 0.0036156090488014755]
0.10481131341546858,[0.003935908337193737, 0.003935908387917207, 0.003618311305553306]
0.13257113655901095,[0.003934679334967359, 0.0039346793857499614, 0.0036150823265371237]
0.16768329368110083,[0.0039319363319656854, 0.003931936385343913, 0.0036112187214319223]
0.21209508879201905,[0.0039265377161173745, 0.003926537769939575, 0.0036000559573065635]
0.2682695795279726,[0.003916579047656921, 0.003916579101629615, 0.0035711819664748126]
0.33932217718953295,[0.00389893001371108, 0.0038989300650232516, 0.003495640772333077]
0.42919342601287785,[0.0038685718497298385, 0.003868571901139813, 0.0033695632756741856]
0.5428675439323859,[0.0038178228428012695, 0.0038178228914920406, 0.0033462161661305346]
0.6866488450043001,[0.0037358889589507492, 0.0037358890029185353, 0.003329461108528514]
0.8685113737513529,[0.0036096663976217824, 0.0036096664316152423, 0.0030531790516245233]
1.0985411419875584,[0.0034267304503720333, 0.0034267304715156375, 0.002759745186638723]
1.3894954943731375,[0.0031809846522678955, 0.003180984665324639, 0.002451842640563172]
1.757510624854793,[0.0028799539469038958, 0.002879953949518058, 0.001991542174506291]
2.2229964825261956,[0.002537152019850114, 0.0025371520144416046, 0.0014350513956789916]
2.8117686979742307,[0.0021634647287866824, 0.0021634647101098164, 0.0009702743111894694]
3.5564803062231287,[0.0018073587094802075, 0.0018073586805622953, 0.0005138579551730796]
4.498432668969444,[0.0015516926648578022, 0.001551692628685611, 0.00020336659412970135]
5.689866029018299,[0.0014382535007187937, 0.0014382534672892054, 4.4632777190518236e-5]
7.196856730011521,[0.0014130325093253398, 0.0014130324709245715, 7.546970168443347e-6]
9.102981779915218,[0.0014101421421741519, 0.0014101421030075743, 9.345432700070361e-7]
11.513953993264481,[0.0014092762766890437, 0.001409276235879151, 1.412670360964533e-7]
14.563484775012444,[0.0014091960775734387, 0.0014091960382083134, 6.981683383927705e-8]
18.420699693267164,[0.0014094638027852635, 0.0014094637635838848, 6.246478533296436e-8]
23.29951810515372,[0.0014097088706088719, 0.0014097088307820109, 6.077757536123677e-8]
29.4705170255181,[0.0014099645763491623, 0.001409964535523188, 6.035122751961719e-8]
37.27593720314942,[0.0014101540081728663, 0.0014101539688495916, 6.486441430685432e-8]
47.14866363457394,[0.0014103162653756251, 0.0014103162253383472, 6.559573734172967e-8]
59.63623316594643,[0.0014104959506845566, 0.001410495911242539, 6.841355939544678e-8]
75.43120063354623,[0.0014106420969841268, 0.001410642057989017, 7.201642665430255e-8]
95.40954763499944,[0.001410819335051771, 0.0014108192940459837, 8.229160631798328e-8]
120.67926406393289,[0.0014108365796447263, 0.0014108365406794638, 8.778122098372739e-8]
152.64179671752333,[0.0014109539602212224, 0.0014109539213344841, 9.119949556731712e-8]
193.06977288832496,[0.0014109053146546156, 0.0014109052737977924, 1.0282257834378709e-7]
244.205309454865,[0.001411026297480788, 0.0014110262580167847, 9.791879303162368e-8]
308.8843596477485,[0.0014110762223822142, 0.0014110761828906684, 1.0125034021415596e-7]
390.6939937054621,[0.001411113775185049, 0.0014111137352349435, 1.1091215289809738e-7]
494.17133613238383,[0.0014111380911017463, 0.001411138052609322, 9.45452217833834e-8]
625.0551925273976,[0.0014111582756214706, 0.001411158235966063, 1.1313185972494094e-7]
790.6043210907702,[0.0014111698932823247, 0.00141116985403719, 1.1486818139853481e-7]
1000.0,[0.0014111957034374553, 0.001411195663580396, 1.5541613695989136e-7]
