tau,[Energy Variance after Forward Protocol, Energy Variance after Wait Time, Energy Variance after Cyclic Protocol ]
0.010000000000000002,[0.011926259587518034, 0.01192625950358639, 0.012160593062151344]
0.012648552168552958,[0.01192606286026426, 0.011926062781133808, 0.01216168756836605]
0.015998587196060583,[0.01192577376505838, 0.01192577368629339, 0.012161435421311808]
0.020235896477251575,[0.01192534373917158, 0.011925343661852468, 0.012163673358930727]
0.025595479226995357,[0.011924696957050566, 0.011924696878502165, 0.012160471959457684]
0.032374575428176434,[0.011923714543785473, 0.011923714469808592, 0.012160472965873975]
0.040949150623804255,[0.011922209544257323, 0.01192220946205676, 0.012158695093369504]
0.05179474679231213,[0.011919886976959086, 0.011919886903309656, 0.012163578593903488]
0.0655128556859551,[0.011916280900877136, 0.011916280825523477, 0.012154661220401099]
0.08286427728546843,[0.011910654458515626, 0.011910654401088995, 0.012128082721184206]
0.10481131341546858,[0.011901841415456546, 0.011901841389553648, 0.012120307220835595]
0.13257113655901095,[0.011887995648247641, 0.011887995643549702, 0.01209813932050072]
0.16768329368110083,[0.011866197412216192, 0.011866197428766986, 0.01211899363971923]
0.21209508879201905,[0.011831834040745184, 0.011831834096521094, 0.012096730548490387]
0.2682695795279726,[0.011777636213089079, 0.0117776362748739, 0.01207984545413233]
0.33932217718953295,[0.011692194573938735, 0.011692194627611313, 0.01202454900172748]
0.42919342601287785,[0.01155774610009603, 0.011557746125891182, 0.011847231930197703]
0.5428675439323859,[0.011347100501787376, 0.011347100547505151, 0.01153573681784517]
0.6866488450043001,[0.011020139510675552, 0.011020139564608155, 0.011212702274030985]
0.8685113737513529,[0.010522160814863535, 0.01052216086353824, 0.010672896740859967]
1.0985411419875584,[0.009790008175977409, 0.009790008220064268, 0.0095540792264567]
1.3894954943731375,[0.008773648424543435, 0.008773648547295324, 0.008345024474436696]
1.757510624854793,[0.007469823866959488, 0.007469824008878912, 0.00707276243397276]
2.2229964825261956,[0.005950659740174264, 0.005950659878791123, 0.00540990618202787]
2.8117686979742307,[0.004374348945654154, 0.0043743490332995676, 0.003688384719990774]
3.5564803062231287,[0.002961665028408214, 0.0029616650664249368, 0.0019356928152718816]
4.498432668969444,[0.001973096175665828, 0.001973096151669565, 0.0007506269844032106]
5.689866029018299,[0.0015293024390704178, 0.001529302407749887, 0.00016292398757671516]
7.196856730011521,[0.0014291748504474651, 0.0014291748141585239, 2.770239094600652e-5]
9.102981779915218,[0.001412672088685519, 0.0014126720501521151, 3.0678872392692754e-6]
11.513953993264481,[0.0014095010811799012, 0.0014095010404328195, 2.1491124794063812e-7]
14.563484775012444,[0.0014092127173481847, 0.001409212677631002, 7.128961192038876e-8]
18.420699693267164,[0.0014094570526000983, 0.0014094570136138605, 6.289332406789495e-8]
23.29951810515372,[0.0014097092083321893, 0.0014097091682772744, 6.069599501897377e-8]
29.4705170255181,[0.0014099463359858078, 0.001409946295169908, 6.050557763053242e-8]
37.27593720314942,[0.0014101611336591793, 0.0014101610943996871, 6.451826912802188e-8]
47.14866363457394,[0.0014103523187995676, 0.0014103522787046695, 6.38668377773819e-8]
59.63623316594643,[0.0014105086552852638, 0.0014105086160890537, 6.720955292337083e-8]
75.43120063354623,[0.0014106384252976264, 0.0014106383865311466, 7.165839857177229e-8]
95.40954763499944,[0.001410753744927965, 0.0014107537041745523, 7.768824793474634e-8]
120.67926406393289,[0.0014108386544705001, 0.0014108386158375465, 8.735177960908436e-8]
152.64179671752333,[0.0014109319572638687, 0.0014109319184930685, 9.060387978934484e-8]
193.06977288832496,[0.0014110014239996477, 0.0014110013827269058, 1.0110213958464366e-7]
244.205309454865,[0.0014110441665668905, 0.0014110441271258949, 9.754917559686177e-8]
308.8843596477485,[0.0014110800933068068, 0.0014110800539225772, 1.0137764901500166e-7]
390.6939937054621,[0.0014111142034443614, 0.0014111141636059654, 1.1105981616244011e-7]
494.17133613238383,[0.0014111386332598453, 0.0014111385948522618, 9.501378711626962e-8]
625.0551925273976,[0.001411158155692489, 0.0014111581159758752, 1.1281363133379008e-7]
790.6043210907702,[0.0014111701446451132, 0.0014111701055952194, 1.1519538281519948e-7]
1000.0,[0.0014111959544252158, 0.0014111959141904513, 1.5595736222422777e-7]
