tau,[Energy Variance after Forward Protocol, Energy Variance after Wait Time, Energy Variance after Cyclic Protocol ]
0.010000000000000002,[5.5374628770182725e-5, 5.5374628936438454e-5, 1.0872310542405381e-5]
0.012067926406393288,[5.537446671205098e-5, 5.537446687787619e-5, 1.0874850022548027e-5]
0.014563484775012436,[5.537426597321177e-5, 5.5374266139622556e-5, 1.0877930580726605e-5]
0.017575106248547922,[5.537401656977016e-5, 5.5374016735554446e-5, 1.088166488556828e-5]
0.021209508879201904,[5.5373705462406035e-5, 5.5373705628452126e-5, 1.0886184702716028e-5]
0.025595479226995357,[5.537331717252835e-5, 5.537331733843636e-5, 1.0891638904338626e-5]
0.030888435964774818,[5.5372831091452546e-5, 5.537283125700633e-5, 1.0898185152314809e-5]
0.0372759372031494,[5.5372223538928136e-5, 5.5372223704692836e-5, 1.0905971392256863e-5]
0.04498432668969444,[5.537146404200019e-5, 5.537146420790686e-5, 1.091509581338199e-5]
0.054286754393238594,[5.537051896205531e-5, 5.537051912769095e-5, 1.092552692686641e-5]
0.0655128556859551,[5.53693455401535e-5, 5.536934570591387e-5, 1.0936958269475887e-5]
0.07906043210907697,[5.536789285365327e-5, 5.536789301976235e-5, 1.0948556954931411e-5]
0.09540954763499938,[5.536608840553041e-5, 5.53660885720467e-5, 1.0958548276254083e-5]
0.1151395399326447,[5.536380430818064e-5, 5.536380447411459e-5, 1.0963591023211449e-5]
0.13894954943731375,[5.5360764178251967e-5, 5.536076434449235e-5, 1.0957943026892285e-5]
0.16768329368110074,[5.5356297280222916e-5, 5.5356297446108003e-5, 1.0932592736999926e-5]
0.20235896477251566,[5.5348765583573424e-5, 5.5348765749623425e-5, 1.0874884195978671e-5]
0.2442053094548651,[5.5334273146390166e-5, 5.5334273312756734e-5, 1.0769547709760658e-5]
0.29470517025518095,[5.530404247796479e-5, 5.530404264411396e-5, 1.0601481126151998e-5]
0.35564803062231287,[5.523961219903042e-5, 5.5239612364841083e-5, 1.0356177267429514e-5]
0.42919342601287763,[5.5105711464838935e-5, 5.51057116310786e-5, 1.0005348022792639e-5]
0.517947467923121,[5.484390136591135e-5, 5.484390153125424e-5, 9.478754911561988e-6]
0.6250551925273969,[5.437805489880376e-5, 5.437805506412186e-5, 8.681993770183415e-6]
0.7543120063354615,[5.365035276515223e-5, 5.3650352930224985e-5, 7.544487513659858e-6]
0.9102981779915218,[5.268541471308016e-5, 5.26854148784345e-5, 6.0419365087178905e-6]
1.0985411419875584,[5.160200130863814e-5, 5.160200147347097e-5, 4.622784551380454e-6]
1.325711365590108,[5.050160329839782e-5, 5.0501603463450864e-5, 3.2298848991013294e-6]
1.5998587196060574,[4.948457720876303e-5, 4.948457737348194e-5, 1.8151020157019927e-6]
1.9306977288832496,[4.8807385222799964e-5, 4.880738538704117e-5, 7.513057289833386e-7]
2.329951810515372,[4.851995894727713e-5, 4.851995911260201e-5, 2.572096886809889e-7]
2.811768697974228,[4.844607329328969e-5, 4.844607345816777e-5, 9.041667927565444e-8]
3.3932217718953264,[4.843093498314551e-5, 4.8430935147887406e-5, 4.827268589999255e-8]
4.094915062380423,[4.838731689771263e-5, 4.8387317061610984e-5, 2.85143310810655e-8]
4.941713361323833,[4.8361524644779145e-5, 4.8361524809191994e-5, 1.5383965380995214e-8]
5.963623316594643,[4.836294378560498e-5, 4.836294395047764e-5, 6.657249292683491e-9]
7.196856730011514,[4.837120817916234e-5, 4.837120834348811e-5, 2.0081073948152853e-9]
8.68511373751352,[4.8368860953639986e-5, 4.8368861118040814e-5, 2.7402457021036784e-10]
10.481131341546853,[4.8367557857775293e-5, 4.8367558022162006e-5, 7.86147007626156e-11]
12.648552168552959,[4.836776062254471e-5, 4.836776078670148e-5, 5.713726788246325e-11]
15.264179671752318,[4.8368037470705095e-5, 4.836803763529547e-5, 2.8758215391844025e-11]
18.420699693267146,[4.8366635009959516e-5, 4.8366635174440047e-5, 4.856281833304957e-12]
22.229964825261934,[4.83667209933681e-5, 4.836672115753363e-5, 2.145294616631936e-12]
26.826957952797247,[4.836661705138221e-5, 4.83666172158502e-5, 3.020318542001039e-12]
32.374575428176435,[4.836692809117447e-5, 4.836692825593104e-5, 2.241797313884894e-11]
39.06939937054613,[4.83662340872334e-5, 4.8366234251481816e-5, 2.7423116418757907e-11]
47.1486636345739,[4.8367519447142634e-5, 4.836751961202932e-5, 1.5563941558795516e-11]
56.89866029018293,[4.8366511677806046e-5, 4.836651184185384e-5, 1.537299288188575e-11]
68.66488450042998,[4.836786908128115e-5, 4.836786924491191e-5, 3.920665412388915e-11]
82.86427728546842,[4.8366998212950724e-5, 4.836699837697418e-5, 9.12561915954215e-12]
99.9999999999999,[4.8368017380681396e-5, 4.836801754515745e-5, 3.424837547290698e-10]
